filename,is_target,score,image_name,K,TP_obj,FP_obj,Cum_TP_obj,Cum_FP_obj,Precision_obj_at_K,Cum_TP_img,Cum_FP_img,Precision_img_at_K
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_267.npy,False,0.73786306,50_Or_018_35.651252__-0.604357_04.2025,139,0,1,27,112,0.19424460431654678,18,5,0.782608695652174
50_Or_077__35.819171__-0.468544_01.2022_Bulldozers_39.npy,False,0.73779863,50_Or_077__35.819171__-0.468544_01.2022,140,0,1,27,113,0.19285714285714287,18,5,0.782608695652174
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_546.npy,False,0.73692375,50_Or_098__35.913750__0.147933__11.2021,141,0,1,27,114,0.19148936170212766,18,5,0.782608695652174
50_Or_065__35.705245__-0.48790_03.2021_LongHeavyDuty_265.npy,False,0.73669565,50_Or_065__35.705245__-0.48790_03.2021,142,0,1,27,115,0.19014084507042253,18,5,0.782608695652174
50_Or_069__35.715136__-0.480888_01.2022_LongHeavyDuty_272.npy,False,0.73483354,50_Or_069__35.715136__-0.480888_01.2022,143,0,1,27,116,0.1888111888111888,18,5,0.782608695652174
50_Or_045__35.678830__-0.621677_03.2025_LongHeavyDuty_99.npy,False,0.73317313,50_Or_045__35.678830__-0.621677_03.2025,144,0,1,27,117,0.1875,18,5,0.782608695652174
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_535.npy,False,0.7310964,50_Or_098__35.913750__0.147933__11.2021,145,0,1,27,118,0.18620689655172415,18,5,0.782608695652174
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_313.npy,False,0.730672,50_Or_052__35.710191__-0.636511_06.2020,146,0,1,27,119,0.18493150684931506,18,5,0.782608695652174
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_299.npy,False,0.72950757,50_Or_052__35.710191__-0.636511_06.2020,147,0,1,27,120,0.1836734693877551,18,5,0.782608695652174
50_Or_098__35.913750__0.147933__11.2021_Bulldozers_58.npy,False,0.72926915,50_Or_098__35.913750__0.147933__11.2021,148,0,1,27,121,0.18243243243243243,18,5,0.782608695652174
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_525.npy,False,0.7260612,50_Or_098__35.913750__0.147933__11.2021,149,0,1,27,122,0.18120805369127516,18,5,0.782608695652174
50_Or_015_35.653454__-0.602122_03.2021_MediumStandard_502.npy,False,0.72451246,50_Or_015_35.653454__-0.602122_03.2021,150,0,1,27,123,0.18,18,5,0.782608695652174
50_Or_004_35.654030__-0.565647_01.2022_LongHeavyDuty_251.npy,False,0.7242475,50_Or_004_35.654030__-0.565647_01.2022,151,0,1,27,124,0.17880794701986755,18,5,0.782608695652174
50_Or_031_35.641030__-0.594670_03.2021_Other_95.npy,False,0.723578,50_Or_031_35.641030__-0.594670_03.2021,152,0,1,27,125,0.17763157894736842,18,5,0.782608695652174
50_Or_025_35.651734__-0.595641_06.2020_LongHeavyDuty_327.npy,False,0.72129095,50_Or_025_35.651734__-0.595641_06.2020,153,0,1,27,126,0.17647058823529413,18,5,0.782608695652174
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_529.npy,False,0.71776044,50_Or_098__35.913750__0.147933__11.2021,154,0,1,27,127,0.17532467532467533,18,5,0.782608695652174
50_Or_065__35.705245__-0.48790_03.2021_ExtremelyLongHeavyDutyTraileronly_40.npy,True,0.71676904,50_Or_065__35.705245__-0.48790_03.2021,155,1,0,28,127,0.18064516129032257,18,5,0.782608695652174
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_92.npy,False,0.7141888,50_Or_069__35.715136__-0.480888_01.2022,156,0,1,28,128,0.1794871794871795,18,5,0.782608695652174
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_261.npy,False,0.7122613,50_Or_018_35.651252__-0.604357_04.2025,157,0,1,28,129,0.17834394904458598,18,5,0.782608695652174
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_38.npy,False,0.7120154,50_Or_047__35.675778__-0.670871_03.2025,158,0,1,28,130,0.17721518987341772,18,5,0.782608695652174
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_154.npy,False,0.7115598,50_Or_006_35.658681__-0.534745_01.2022,159,0,1,28,131,0.1761006289308176,18,5,0.782608695652174
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_159.npy,False,0.710559,50_Or_006_35.658681__-0.534745_01.2022,160,0,1,28,132,0.175,18,5,0.782608695652174
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_96.npy,False,0.7083009,50_Or_025_35.651734__-0.595641_06.2020,161,0,1,28,133,0.17391304347826086,18,5,0.782608695652174
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_455.npy,False,0.70564365,50_Or_020_35.652627__-0.592862_03.2021,162,0,1,28,134,0.1728395061728395,18,5,0.782608695652174
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_232.npy,False,0.70564365,50_Or_021_35.652627__-0.592862_06.2022,163,0,1,28,135,0.17177914110429449,18,5,0.782608695652174
50_Or_040__35.635027__-0.595208_06.2022_LongHeavyDuty_233.npy,False,0.70525765,50_Or_040__35.635027__-0.595208_06.2022,164,0,1,28,136,0.17073170731707318,18,5,0.782608695652174
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_631.npy,False,0.70414495,50_Or_019_35.652627__-0.592862_06.2020,165,0,1,28,137,0.1696969696969697,18,5,0.782608695652174
50_Or_079__35.819171__-0.468544_03.2025_Bulldozers_7.npy,False,0.70280856,50_Or_079__35.819171__-0.468544_03.2025,166,0,1,28,138,0.1686746987951807,18,5,0.782608695652174
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_43.npy,False,0.70096886,50_Or_047__35.675778__-0.670871_03.2025,167,0,1,28,139,0.16766467065868262,18,5,0.782608695652174
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_641.npy,False,0.7003192,50_Or_019_35.652627__-0.592862_06.2020,168,0,1,28,140,0.16666666666666666,18,5,0.782608695652174
50_Or_004_35.654030__-0.565647_01.2022_LongHeavyDuty_250.npy,False,0.69835025,50_Or_004_35.654030__-0.565647_01.2022,169,0,1,28,141,0.16568047337278108,18,5,0.782608695652174
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_305.npy,False,0.6979714,50_Or_052__35.710191__-0.636511_06.2020,170,0,1,28,142,0.16470588235294117,18,5,0.782608695652174
50_Or_098__35.913750__0.147933__11.2021_HeavyDuty_143.npy,False,0.6972984,50_Or_098__35.913750__0.147933__11.2021,171,0,1,28,143,0.16374269005847952,18,5,0.782608695652174
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_149.npy,False,0.69537807,50_Or_006_35.658681__-0.534745_01.2022,172,0,1,28,144,0.16279069767441862,18,5,0.782608695652174
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_90.npy,False,0.6943767,50_Or_069__35.715136__-0.480888_01.2022,173,0,1,28,145,0.16184971098265896,18,5,0.782608695652174
50_Or_016_35.653454__-0.602122_04.2023_MediumStandard_598.npy,False,0.69422317,50_Or_016_35.653454__-0.602122_04.2023,174,0,1,28,146,0.16091954022988506,18,5,0.782608695652174
50_Or_004_35.654030__-0.565647_01.2022_ExtremelyLongHeavyDutyTraileronly_39.npy,True,0.69376135,50_Or_004_35.654030__-0.565647_01.2022,175,1,0,29,146,0.1657142857142857,19,4,0.8260869565217391
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_544.npy,False,0.6936048,50_Or_098__35.913750__0.147933__11.2021,176,0,1,29,147,0.16477272727272727,19,4,0.8260869565217391
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_87.npy,False,0.6919365,50_Or_069__35.715136__-0.480888_01.2022,177,0,1,29,148,0.1638418079096045,19,4,0.8260869565217391
50_Or_040__35.635027__-0.595208_06.2022_LongHeavyDuty_238.npy,False,0.6918834,50_Or_040__35.635027__-0.595208_06.2022,178,0,1,29,149,0.16292134831460675,19,4,0.8260869565217391
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_179.npy,False,0.69042885,50_Or_047__35.675778__-0.670871_03.2025,179,0,1,29,150,0.16201117318435754,19,4,0.8260869565217391
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_181.npy,False,0.6899599,50_Or_047__35.675778__-0.670871_03.2025,180,0,1,29,151,0.16111111111111112,19,4,0.8260869565217391
50_Or_071__35.715136__-0.480888_04.2023_LongHeavyDuty_248.npy,False,0.6879097,50_Or_071__35.715136__-0.480888_04.2023,181,0,1,29,152,0.16022099447513813,19,4,0.8260869565217391
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_41.npy,False,0.68614477,50_Or_047__35.675778__-0.670871_03.2025,182,0,1,29,153,0.15934065934065933,19,4,0.8260869565217391
50_Or_020_35.652627__-0.592862_03.2021_Other_107.npy,False,0.6853627,50_Or_020_35.652627__-0.592862_03.2021,183,0,1,29,154,0.15846994535519127,19,4,0.8260869565217391
50_Or_045__35.678830__-0.621677_03.2025_MediumStandard_219.npy,False,0.6847191,50_Or_045__35.678830__-0.621677_03.2025,184,0,1,29,155,0.15760869565217392,19,4,0.8260869565217391
50_Or_004_35.654030__-0.565647_01.2022_LongHeavyDuty_255.npy,False,0.68398684,50_Or_004_35.654030__-0.565647_01.2022,185,0,1,29,156,0.15675675675675677,19,4,0.8260869565217391
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_158.npy,False,0.6833558,50_Or_006_35.658681__-0.534745_01.2022,186,0,1,29,157,0.15591397849462366,19,4,0.8260869565217391
50_Or_098__35.913750__0.147933__11.2021_HeavyDuty_144.npy,False,0.6820721,50_Or_098__35.913750__0.147933__11.2021,187,0,1,29,158,0.15508021390374332,19,4,0.8260869565217391
50_Or_040__35.635027__-0.595208_06.2022_LongHeavyDuty_236.npy,False,0.6799928,50_Or_040__35.635027__-0.595208_06.2022,188,0,1,29,159,0.15425531914893617,19,4,0.8260869565217391
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_654.npy,False,0.6792942,50_Or_019_35.652627__-0.592862_06.2020,189,0,1,29,160,0.15343915343915343,19,4,0.8260869565217391
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_655.npy,False,0.6786311,50_Or_019_35.652627__-0.592862_06.2020,190,0,1,29,161,0.15263157894736842,19,4,0.8260869565217391
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_40.npy,False,0.67835677,50_Or_047__35.675778__-0.670871_03.2025,191,0,1,29,162,0.1518324607329843,19,4,0.8260869565217391
50_Or_096__34.700833__3.307971__03.2025_HeavyDuty_117.npy,False,0.677827,50_Or_096__34.700833__3.307971__03.2025,192,0,1,29,163,0.15104166666666666,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_649.npy,False,0.6773266,50_Or_019_35.652627__-0.592862_06.2020,193,0,1,29,164,0.15025906735751296,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_157.npy,False,0.6759172,50_Or_006_35.658681__-0.534745_01.2022,194,0,1,29,165,0.14948453608247422,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_308.npy,False,0.67566276,50_Or_052__35.710191__-0.636511_06.2020,195,0,1,29,166,0.14871794871794872,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_146.npy,False,0.675611,50_Or_006_35.658681__-0.534745_01.2022,196,0,1,29,167,0.14795918367346939,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_639.npy,False,0.67514426,50_Or_019_35.652627__-0.592862_06.2020,197,0,1,29,168,0.14720812182741116,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_37.npy,False,0.6748214,50_Or_047__35.675778__-0.670871_03.2025,198,0,1,29,169,0.14646464646464646,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_315.npy,False,0.6743561,50_Or_052__35.710191__-0.636511_06.2020,199,0,1,29,170,0.1457286432160804,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_164.npy,False,0.67311776,50_Or_019_35.652627__-0.592862_06.2020,200,0,1,29,171,0.145,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_526.npy,False,0.6729566,50_Or_098__35.913750__0.147933__11.2021,201,0,1,29,172,0.14427860696517414,19,5,0.7916666666666666
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_93.npy,False,0.67176116,50_Or_069__35.715136__-0.480888_01.2022,202,0,1,29,173,0.14356435643564355,19,5,0.7916666666666666
50_Or_025_35.651734__-0.595641_06.2020_MediumStandard_583.npy,False,0.66884583,50_Or_025_35.651734__-0.595641_06.2020,203,0,1,29,174,0.14285714285714285,19,5,0.7916666666666666
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_242.npy,False,0.6683706,50_Or_021_35.652627__-0.592862_06.2022,204,0,1,29,175,0.14215686274509803,19,5,0.7916666666666666
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_471.npy,False,0.6683706,50_Or_020_35.652627__-0.592862_03.2021,205,0,1,29,176,0.14146341463414633,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_545.npy,False,0.6622851,50_Or_098__35.913750__0.147933__11.2021,206,0,1,29,177,0.1407766990291262,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_69.npy,False,0.6614625,50_Or_031_35.641030__-0.594670_03.2021,207,0,1,29,178,0.14009661835748793,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_44.npy,False,0.6595512,50_Or_047__35.675778__-0.670871_03.2025,208,0,1,29,179,0.13942307692307693,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_656.npy,False,0.6582084,50_Or_019_35.652627__-0.592862_06.2020,209,0,1,29,180,0.13875598086124402,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_CementMixerTrucks_33.npy,False,0.65757966,50_Or_006_35.658681__-0.534745_01.2022,210,0,1,29,181,0.1380952380952381,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_39.npy,False,0.6515635,50_Or_047__35.675778__-0.670871_03.2025,211,0,1,29,182,0.13744075829383887,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_Bulldozers_40.npy,False,0.6510685,50_Or_031_35.641030__-0.594670_03.2021,212,0,1,29,183,0.13679245283018868,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_524.npy,False,0.65100265,50_Or_098__35.913750__0.147933__11.2021,213,0,1,29,184,0.13615023474178403,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_Other_97.npy,False,0.6504508,50_Or_031_35.641030__-0.594670_03.2021,214,0,1,29,185,0.13551401869158877,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_636.npy,False,0.6468663,50_Or_019_35.652627__-0.592862_06.2020,215,0,1,29,186,0.13488372093023257,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_282.npy,False,0.64636725,50_Or_005_35.658681__-0.534745_03.2021,216,0,1,29,187,0.13425925925925927,19,5,0.7916666666666666
50_Or_069__35.715136__-0.480888_01.2022_MediumStandard_520.npy,False,0.6346799,50_Or_069__35.715136__-0.480888_01.2022,217,0,1,29,188,0.1336405529953917,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_163.npy,False,0.63456845,50_Or_019_35.652627__-0.592862_06.2020,218,0,1,29,189,0.13302752293577982,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_177.npy,False,0.63101,50_Or_019_35.652627__-0.592862_06.2020,219,0,1,29,190,0.1324200913242009,19,5,0.7916666666666666
50_Or_016_35.653454__-0.602122_04.2023_MediumStandard_596.npy,False,0.6300056,50_Or_016_35.653454__-0.602122_04.2023,220,0,1,29,191,0.1318181818181818,19,5,0.7916666666666666
50_Or_045__35.678830__-0.621677_03.2025_MediumStandard_220.npy,False,0.62866336,50_Or_045__35.678830__-0.621677_03.2025,221,0,1,29,192,0.13122171945701358,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_162.npy,False,0.6261177,50_Or_006_35.658681__-0.534745_01.2022,222,0,1,29,193,0.13063063063063063,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_174.npy,False,0.6256496,50_Or_019_35.652627__-0.592862_06.2020,223,0,1,29,194,0.13004484304932734,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_310.npy,False,0.62544936,50_Or_052__35.710191__-0.636511_06.2020,224,0,1,29,195,0.12946428571428573,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_Other_80.npy,False,0.6254077,50_Or_052__35.710191__-0.636511_06.2020,225,0,1,29,196,0.1288888888888889,19,5,0.7916666666666666
50_Or_025_35.651734__-0.595641_06.2020_TruckTractor_448.npy,False,0.62288994,50_Or_025_35.651734__-0.595641_06.2020,226,0,1,29,197,0.12831858407079647,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_307.npy,False,0.62117505,50_Or_052__35.710191__-0.636511_06.2020,227,0,1,29,198,0.1277533039647577,19,5,0.7916666666666666
50_Or_071__35.715136__-0.480888_04.2023_TruckTractor_263.npy,False,0.62064034,50_Or_071__35.715136__-0.480888_04.2023,228,0,1,29,199,0.12719298245614036,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_278.npy,False,0.6192397,50_Or_005_35.658681__-0.534745_03.2021,229,0,1,29,200,0.12663755458515283,19,5,0.7916666666666666
50_Or_016_35.653454__-0.602122_04.2023_MediumStandard_597.npy,False,0.6174114,50_Or_016_35.653454__-0.602122_04.2023,230,0,1,29,201,0.12608695652173912,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_306.npy,False,0.61556363,50_Or_052__35.710191__-0.636511_06.2020,231,0,1,29,202,0.12554112554112554,19,5,0.7916666666666666
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_246.npy,False,0.6155379,50_Or_021_35.652627__-0.592862_06.2022,232,0,1,29,203,0.125,19,5,0.7916666666666666
50_Or_004_35.654030__-0.565647_01.2022_MediumStandard_507.npy,False,0.61405236,50_Or_004_35.654030__-0.565647_01.2022,233,0,1,29,204,0.12446351931330472,19,5,0.7916666666666666
50_Or_020_35.652627__-0.592862_03.2021_Bulldozers_44.npy,False,0.61164373,50_Or_020_35.652627__-0.592862_03.2021,234,0,1,29,205,0.12393162393162394,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_652.npy,False,0.6110873,50_Or_019_35.652627__-0.592862_06.2020,235,0,1,29,206,0.12340425531914893,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_71.npy,False,0.60995054,50_Or_031_35.641030__-0.594670_03.2021,236,0,1,29,207,0.1228813559322034,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_311.npy,False,0.6056179,50_Or_052__35.710191__-0.636511_06.2020,237,0,1,29,208,0.12236286919831224,19,5,0.7916666666666666
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_91.npy,False,0.603993,50_Or_069__35.715136__-0.480888_01.2022,238,0,1,29,209,0.12184873949579832,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_182.npy,False,0.60258937,50_Or_047__35.675778__-0.670871_03.2025,239,0,1,29,210,0.12133891213389121,19,5,0.7916666666666666
50_Or_078__35.819171__-0.468544_06.2022_HeavyDuty_116.npy,False,0.5999837,50_Or_078__35.819171__-0.468544_06.2022,240,0,1,29,211,0.12083333333333333,19,5,0.7916666666666666
50_Or_071__35.715136__-0.480888_04.2023_MediumStandard_503.npy,False,0.59926486,50_Or_071__35.715136__-0.480888_04.2023,241,0,1,29,212,0.12033195020746888,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_60.npy,False,0.59791976,50_Or_005_35.658681__-0.534745_03.2021,242,0,1,29,213,0.11983471074380166,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_541.npy,False,0.5974214,50_Or_098__35.913750__0.147933__11.2021,243,0,1,29,214,0.11934156378600823,19,5,0.7916666666666666
50_Or_069__35.715136__-0.480888_01.2022_TruckTractor_280.npy,False,0.5972103,50_Or_069__35.715136__-0.480888_01.2022,244,0,1,29,215,0.11885245901639344,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_20.npy,False,0.59670067,50_Or_006_35.658681__-0.534745_01.2022,245,0,1,29,216,0.11836734693877551,19,5,0.7916666666666666
50_Or_021_35.652627__-0.592862_06.2022_Other_55.npy,False,0.5962654,50_Or_021_35.652627__-0.592862_06.2022,246,0,1,29,217,0.11788617886178862,19,5,0.7916666666666666
50_Or_003_35.654030__-0.565647_03.2021_Bulldozers_67.npy,False,0.594491,50_Or_003_35.654030__-0.565647_03.2021,247,0,1,29,218,0.11740890688259109,19,5,0.7916666666666666
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_244.npy,False,0.5936454,50_Or_021_35.652627__-0.592862_06.2022,248,0,1,29,219,0.11693548387096774,19,5,0.7916666666666666
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_454.npy,False,0.5936454,50_Or_020_35.652627__-0.592862_03.2021,249,0,1,29,220,0.11646586345381527,19,5,0.7916666666666666
50_Or_069__35.715136__-0.480888_01.2022_MediumStandard_519.npy,False,0.5935091,50_Or_069__35.715136__-0.480888_01.2022,250,0,1,29,221,0.116,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_653.npy,False,0.58898735,50_Or_019_35.652627__-0.592862_06.2020,251,0,1,29,222,0.11553784860557768,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_175.npy,False,0.58426225,50_Or_019_35.652627__-0.592862_06.2020,252,0,1,29,223,0.11507936507936507,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_155.npy,False,0.5842264,50_Or_006_35.658681__-0.534745_01.2022,253,0,1,29,224,0.11462450592885376,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_542.npy,False,0.58287585,50_Or_098__35.913750__0.147933__11.2021,254,0,1,29,225,0.1141732283464567,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_180.npy,False,0.58171296,50_Or_019_35.652627__-0.592862_06.2020,255,0,1,29,226,0.11372549019607843,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_59.npy,False,0.5812171,50_Or_005_35.658681__-0.534745_03.2021,256,0,1,29,227,0.11328125,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_156.npy,False,0.57981765,50_Or_006_35.658681__-0.534745_01.2022,257,0,1,29,228,0.11284046692607004,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_70.npy,False,0.5797586,50_Or_031_35.641030__-0.594670_03.2021,258,0,1,29,229,0.1124031007751938,19,5,0.7916666666666666
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_268.npy,False,0.5778512,50_Or_018_35.651252__-0.604357_04.2025,259,0,1,29,230,0.11196911196911197,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_643.npy,False,0.57613164,50_Or_019_35.652627__-0.592862_06.2020,260,0,1,29,231,0.11153846153846154,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_Other_100.npy,False,0.5757843,50_Or_031_35.641030__-0.594670_03.2021,261,0,1,29,232,0.1111111111111111,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_153.npy,False,0.57532954,50_Or_006_35.658681__-0.534745_01.2022,262,0,1,29,233,0.11068702290076336,19,5,0.7916666666666666
50_Or_016_35.653454__-0.602122_04.2023_MediumStandard_601.npy,False,0.57518417,50_Or_016_35.653454__-0.602122_04.2023,263,0,1,29,234,0.11026615969581749,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_285.npy,False,0.5750514,50_Or_005_35.658681__-0.534745_03.2021,264,0,1,29,235,0.10984848484848485,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_67.npy,False,0.57488006,50_Or_031_35.641030__-0.594670_03.2021,265,0,1,29,236,0.10943396226415095,19,5,0.7916666666666666
50_Or_016_35.653454__-0.602122_04.2023_MediumStandard_594.npy,False,0.5741461,50_Or_016_35.653454__-0.602122_04.2023,266,0,1,29,237,0.10902255639097744,19,5,0.7916666666666666
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_339.npy,False,0.57405794,50_Or_077__35.819171__-0.468544_01.2022,267,0,1,29,238,0.10861423220973783,19,5,0.7916666666666666
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_462.npy,False,0.5708723,50_Or_020_35.652627__-0.592862_03.2021,268,0,1,29,239,0.10820895522388059,19,5,0.7916666666666666
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_226.npy,False,0.5708723,50_Or_021_35.652627__-0.592862_06.2022,269,0,1,29,240,0.10780669144981413,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_650.npy,False,0.57031953,50_Or_019_35.652627__-0.592862_06.2020,270,0,1,29,241,0.10740740740740741,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_42.npy,False,0.56725675,50_Or_047__35.675778__-0.670871_03.2025,271,0,1,29,242,0.1070110701107011,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_314.npy,False,0.56447774,50_Or_052__35.710191__-0.636511_06.2020,272,0,1,29,243,0.10661764705882353,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_183.npy,False,0.56381917,50_Or_047__35.675778__-0.670871_03.2025,273,0,1,29,244,0.10622710622710622,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_145.npy,False,0.56339574,50_Or_006_35.658681__-0.534745_01.2022,274,0,1,29,245,0.10583941605839416,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_178.npy,False,0.5628421,50_Or_047__35.675778__-0.670871_03.2025,275,0,1,29,246,0.10545454545454545,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_Other_62.npy,False,0.56195766,50_Or_005_35.658681__-0.534745_03.2021,276,0,1,29,247,0.10507246376811594,19,5,0.7916666666666666
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_336.npy,False,0.5611908,50_Or_077__35.819171__-0.468544_01.2022,277,0,1,29,248,0.10469314079422383,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_167.npy,False,0.5611002,50_Or_019_35.652627__-0.592862_06.2020,278,0,1,29,249,0.10431654676258993,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_182.npy,False,0.5585977,50_Or_019_35.652627__-0.592862_06.2020,279,0,1,29,250,0.1039426523297491,19,5,0.7916666666666666
